cnn,st_name,st_type,cnntext,the_geom,data_as_of,data_loaded_at,Current Supervisor Districts,Analysis Neighborhoods,SF Find Neighborhoods,Current Police Districts
20324000,CAMPBELL,AVE,20324000,POINT (-122.402562148 37.714649744),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
27377000,20TH,AVE,27377000,POINT (-122.478324821 37.765399136),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,39,10
23738000,CAROLINA,ST,23738000,POINT (-122.400142698 37.759792383),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
24371000,MINNA,ST,24371000,POINT (-122.419071722 37.766719112),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
21531000,OLIVER,ST,21531000,POINT (-122.449846604 37.708328121),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
23343000,WAWONA,ST,23343000,POINT (-122.489970939 37.737956983),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
34124000,BAYSIDE,DR,34124000,POINT (-122.37600341 37.829449211),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
22903000,SANTA CLARA,AVE,22903000,POINT (-122.465658678 37.733152899),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,116,10
25690000,GUERRERO,ST,25690000,POINT (-122.423959243 37.763167825),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,37,3
50311000,GREEN,ST,50311000,POINT (-122.414573288 37.798806386),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
51325000,MASON,ST,51325000,POINT (-122.467747638 37.803476451),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
20979000,HARVARD,ST,20979000,POINT (-122.419875242 37.724709586),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,19,92,9
30048000,SUTTER,ST,30048000,POINT (-122.400555264 37.790247405),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,108,6
22320000,RED ROCK,WAY,22320000,POINT (-122.443373989 37.74589849),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,57,9
20201000,HUDSON,AVE,20201000,POINT (-122.384046509 37.737514216),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
26200000,17TH,ST,26200000,POINT (-122.446783404 37.761781414),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,112,7
50090000,HAYWARD,ST,50090000,POINT (-122.407408438 37.773747394),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
24917000,GEARY,ST,24917000,POINT (-122.409874016 37.787149143),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,36,,6
26320000,BUENA VISTA,AVE,26320000,POINT (-122.443356055 37.768944235),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,112,7
24058000,26TH,ST,24058000,POINT (-122.414335638 37.749269773),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
34016000,POWELL,ST,34016000,POINT (-122.407337041 37.784560142),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,19,5
27418000,IRVING,ST,27418000,POINT (-122.481408837 37.763373094),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
26203000,TEMPLE,ST,26203000,POINT (-122.44298317 37.762552853),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,112,7
50278000,FORT MASON 21,,50278000,POINT (-122.425530252 37.804527709),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,98,
52193000,EAST,RD,52193000,POINT (-122.447516664 37.726695483),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
51013000,WATT,AVE,51013000,POINT (-122.44080995 37.709014506),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
22043000,DOUGLASS,ST,22043000,POINT (-122.437934455 37.745434594),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
24407000,GOUGH,ST,24407000,POINT (-122.421440817 37.772639381),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,20,32,1
27956000,LINCOLN,WAY,27956000,POINT (-122.507262466 37.764116211),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,39,10
21598000,SADOWA,ST,21598000,POINT (-122.456045432 37.712319641),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,81,10
51019000,HANOVER,ST,51019000,POINT (-122.447012302 37.707846258),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,,,,
25596000,JONES,ST,25596000,POINT (-122.417445939 37.808013324),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,99,6
26363000,SAINT JOSEPHS,AVE,26363000,POINT (-122.440958163 37.779364139),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,18,97,7
54129000,PIPER,LOOP,54129000,POINT (-122.464454937 37.794361943),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26269000,BELGRAVE,AVE,26269000,POINT (-122.449214959 37.759610855),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,114,7
27168000,JUDAH,ST,27168000,POINT (-122.470464923 37.761986992),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,109,10
25701000,15TH,ST,25701000,POINT (-122.424258113 37.766405767),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,37,3
21858000,MILTON,ST,21858000,POINT (-122.429422003 37.733392823),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,28,93,9
30711000,FILBERT,ST,30711000,POINT (-122.408928787 37.801425761),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
20794000,JERROLD,AVE,20794000,POINT (-122.398230756 37.743944916),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,85,2
27148000,10TH,AVE,27148000,POINT (-122.467253141 37.762127979),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,109,10
25675000,CUMBERLAND,ST,25675000,POINT (-122.423612942 37.759164228),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,37,3
51377000,BELLES,ST,51377000,POINT (-122.472928442 37.788136301),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
51954000,HOLLISTER,AVE,51954000,POINT (-122.377444035 37.711223825),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,,,,
20244000,03RD,ST,20244000,POINT (-122.387629454 37.743527928),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,56,2
26597000,AVERY,ST,26597000,POINT (-122.433905015 37.785047688),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,15,103,4
20882000,BACON,ST,20882000,POINT (-122.413468593 37.725054821),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,92,2
21966000,JOOST,AVE,21966000,POINT (-122.437462036 37.732377405),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,41,95,9
23780000,SAN BRUNO,AVE,23780000,POINT (-122.40546342 37.764605968),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,20,54,3
22419000,TERESITA,BLVD,22419000,POINT (-122.451606641 37.743609991),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
33242000,BAYVIEW,CIR,33242000,POINT (-122.39658522 37.733349918),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
27838000,32ND,AVE,27838000,POINT (-122.492094888 37.777822691),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
27129000,12TH,AVE,27129000,POINT (-122.469002692 37.756438322),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
22354000,LOS PALMOS,DR,22354000,POINT (-122.448875771 37.735907674),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
24133000,CAPP,ST,24133000,POINT (-122.418271319 37.761901563),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
27625000,LAKE,ST,27625000,POINT (-122.474382842 37.786238018),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,33,2,8
51937000,ALVORD,ST,51937000,POINT (-122.375206626 37.713735389),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,,,,
51284000,INFANTRY,TER,51284000,POINT (-122.461223972 37.79885459),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26911000,EUCLID,AVE,26911000,POINT (-122.449269597 37.784688429),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,11,8
33137000,EVANS,AVE,33137000,POINT (-122.377404251 37.736712152),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,76,2
23431000,41ST,AVE,23431000,POINT (-122.499196336 37.734311616),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,40,10
25988000,STEINER,ST,25988000,POINT (-122.431810934 37.770500961),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,28,7
27047000,OAK PARK,DR,27047000,POINT (-122.459620209 37.754159683),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,111,7
35011000,LINDEN,ST,35011000,POINT (-122.424273186 37.776238597),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,22,4
21726000,EDINBURGH,ST,21726000,POINT (-122.43553125 37.716570955),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
33431000,PANAMA,ST,33431000,POINT (-122.467899857 37.709599903),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,24,65,10
51919000,DONAHUE,ST,51919000,POINT (-122.387003858 37.710029578),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,79,2
25465000,COLUMBUS,AVE,25465000,POINT (-122.41371875 37.802743202),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
25570000,CHESTNUT,ST,25570000,POINT (-122.419797279 37.802926828),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,32,107,6
52019000,STEUBEN,ST,52019000,POINT (-122.406427485 37.734226964),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
27857000,34TH,AVE,27857000,POINT (-122.494380665 37.779649756),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
26771000,STEINER,ST,26771000,POINT (-122.437889456 37.800608746),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
51190000,LIGGETT,AVE,51190000,POINT (-122.450297983 37.793638389),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
23219000,26TH,AVE,23219000,POINT (-122.482014082 37.734419841),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,40,10
20934000,SWEENY,ST,20934000,POINT (-122.414363913 37.731039481),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
21539000,ELLINGTON,AVE,21539000,POINT (-122.448129719 37.711116452),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
51332000,UNNAMED 077,,51332000,POINT (-122.473885628 37.807129458),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
23475000,43RD,AVE,23475000,POINT (-122.501535726 37.743784904),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
22012000,CASTRO,ST,22012000,POINT (-122.433465927 37.744880921),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,9
24096000,23RD,ST,24096000,POINT (-122.419705448 37.753769701),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
26967000,GREENWICH,ST,26967000,POINT (-122.442467913 37.798111952),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,14,4
21560000,HURON,AVE,21560000,POINT (-122.448824658 37.712647255),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
23118000,EUCALYPTUS,DR,23118000,POINT (-122.480015399 37.731148379),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,62,10
27230000,GEARY,BLVD,27230000,POINT (-122.458858661 37.781257061),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,18,11,8
50128000,GREENWICH,ST,50128000,POINT (-122.405850918 37.802768709),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
21821000,PARK,ST,21821000,POINT (-122.423640333 37.736690135),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
27121000,FUNSTON,AVE,27121000,POINT (-122.469781955 37.752674577),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
27403000,LAWTON,ST,27403000,POINT (-122.484234473 37.757636578),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
26850000,PRESIDIO,AVE,26850000,POINT (-122.447148008 37.789071388),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
35036000,SCHOOL,ALY,35036000,POINT (-122.40455229 37.801376541),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
24000000,POTRERO,AVE,24000000,POINT (-122.406799737 37.757762058),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,20,53,3
25725000,CHULA,LN,25725000,POINT (-122.428575106 37.763576333),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,37,3
53050000,I-80 E ON,RAMP,53050000,POINT (-122.363147334 37.811901996),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,35,1
24279000,FOLSOM,ST,24279000,POINT (-122.406724471 37.777628934),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
20191000,HUDSON,AVE,20191000,POINT (-122.383425445 37.735803254),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
35026000,DONAHUE,ST,35026000,POINT (-122.369037077 37.730016977),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,78,2
22880000,MERCED,AVE,22880000,POINT (-122.461260324 37.744637224),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,10
30069000,LAGUNA,ST,30069000,POINT (-122.425888498 37.774598785),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,26,4
22881000,KENSINGTON,WAY,22881000,POINT (-122.462860008 37.743383622),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,10
24763000,BROADWAY,,24763000,POINT (-122.403075018 37.798323275),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
26333000,BUENA VISTA,AVE,26333000,POINT (-122.443865815 37.767535852),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,3,112,7
23852000,06TH,ST,23852000,POINT (-122.398584908 37.772889511),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,1
27444000,PARK PRESIDIO BYPASS,DR,27444000,POINT (-122.471762123 37.773138948),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,5,8
23378000,SUNSET,BLVD,23378000,POINT (-122.494181399 37.738496454),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
24910000,STOCKTON,TUNL,24910000,POINT (-122.406956987 37.789433682),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,19,6
24080000,SHOTWELL,ST,24080000,POINT (-122.415626197 37.757232409),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
30057000,TOUCHARD,ST,30057000,POINT (-122.41429655 37.790414742),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,21,16,6
25773000,COLLINGWOOD,ST,25773000,POINT (-122.435916075 37.754388656),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
21272000,BONVIEW,ST,21272000,POINT (-122.415692967 37.745103467),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
27077000,KIRKHAM,ST,27077000,POINT (-122.462841913 37.760452255),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,109,7
25619000,24TH,ST,25619000,POINT (-122.426332887 37.751771296),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,52,3
32888000,SANTIAGO,ST,32888000,POINT (-122.4703653 37.745158994),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,44,10
52232000,HWY 101 S OFF,RAMP,52232000,POINT (-122.401130027 37.721668684),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
20624000,MADDUX,AVE,20624000,POINT (-122.398584636 37.733638848),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
51330000,ARMISTEAD,RD,51330000,POINT (-122.47360369 37.806339825),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
21205000,ANDERSON,ST,21205000,POINT (-122.415224877 37.738417868),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
27835000,ANZA,ST,27835000,POINT (-122.489951035 37.777923031),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
22876000,PUBLIC,PARK,22876000,POINT (-122.462806987 37.741753938),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,10
24453000,ROSE,ST,24453000,POINT (-122.422312068 37.77361913),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,21,4
23782000,04TH,ST,23782000,POINT (-122.390797169 37.766802442),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,1
50322000,ELLIS,ST,50322000,POINT (-122.428822631 37.782827032),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,39,97,4
26815000,SUTTER,ST,26815000,POINT (-122.443182552 37.784826686),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,15,103,8
34152000,GARDEN,WAY,34152000,POINT (-122.363756729 37.812705929),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,35,1
27558000,28TH,AVE,27558000,POINT (-122.487945906 37.779947133),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
25893000,DUBOCE,AVE,25893000,POINT (-122.429905643 37.769407922),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,28,7
26301000,STANYAN,ST,26301000,POINT (-122.45239989 37.763669482),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,,7
22260000,GENNESSEE,ST,22260000,POINT (-122.451153444 37.732315921),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
20834000,WRIGHT,ST,20834000,POINT (-122.405925556 37.747459379),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,60,9
24102000,JURI,ST,24102000,POINT (-122.421390934 37.749962465),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,53,3
20600000,SAN BRUNO,AVE,20600000,POINT (-122.402108391 37.724035614),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
20447000,INGALLS,ST,20447000,POINT (-122.390745342 37.721599853),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
24473000,GOUGH,ST,24473000,POINT (-122.423448263 37.779213435),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,39,21,4
25391000,GRANT,AVE,25391000,POINT (-122.407898666 37.80221802),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
26716000,GOUGH,ST,26716000,POINT (-122.428022099 37.801862905),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
25703000,17TH,ST,25703000,POINT (-122.426228479 37.76303087),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,37,3
23671000,18TH,ST,23671000,POINT (-122.394595443 37.762696216),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
50965000,DARTMOUTH,ST,50965000,POINT (-122.408816401 37.719112075),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,19,75,9
24475000,ELM,ST,24475000,POINT (-122.420451902 37.781509971),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,21,4
35000000,BERNAL HEIGHTS,BLVD,35000000,POINT (-122.412277631 37.743591588),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
32989000,CASITAS,AVE,32989000,POINT (-122.459707126 37.735504376),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,117,9
52231000,HWY 101 SOUTHBOUND,,52231000,POINT (-122.471958802 37.804048279),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
22477000,MINERVA,ST,22477000,POINT (-122.459054861 37.715757941),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,81,10
35005000,GREAT,HWY,35005000,POINT (-122.508833919 37.755991311),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
20452000,CARROLL,AVE,20452000,POINT (-122.391491914 37.723914105),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
25359000,VIA FERLINGHETTI,,25359000,POINT (-122.40883605 37.800487585),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
25181000,POLK,ST,25181000,POINT (-122.419638989 37.785433036),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,4
21505000,MISSION,ST,21505000,POINT (-122.444743291 37.712622218),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
54141000,PORTOLA,ST,54141000,POINT (-122.454463357 37.794158363),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
27647000,CALIFORNIA,ST,27647000,POINT (-122.482870048 37.783979268),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
33335000,WILDE,AVE,33335000,POINT (-122.408254946 37.718090023),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,19,75,9
27777000,43RD,AVE,27777000,POINT (-122.502450479 37.756834581),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
33380000,SURREY,ST,33380000,POINT (-122.435365065 37.735695262),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
22759000,UPLAND,DR,22759000,POINT (-122.464056167 37.729524829),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,68,10
23132000,SYLVAN,DR,23132000,POINT (-122.485395062 37.732276922),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,62,10
20654000,FELTON,ST,20654000,POINT (-122.405589185 37.729776651),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
52067000,SHIELDS,ST,52067000,POINT (-122.462639626 37.717936035),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,64,10
51936000,DONNER,AVE,51936000,POINT (-122.373332823 37.712644907),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,,,,
23346000,ULLOA,ST,23346000,POINT (-122.488416719 37.740616467),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
27385000,22ND,AVE,27385000,POINT (-122.479817196 37.755966339),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
21039000,BRADFORD,ST,21039000,POINT (-122.409500357 37.741316361),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
23448000,43RD,AVE,23448000,POINT (-122.501141627 37.738191829),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
21398000,MOSCOW,ST,21398000,POINT (-122.431153837 37.716593606),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
28079000,LONE MOUNTAIN,TER,28079000,POINT (-122.45544208 37.778827542),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,18,12,7
21232000,RICHLAND,AVE,21232000,POINT (-122.420163468 37.73577688),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
24501000,FOLSOM,ST,24501000,POINT (-122.39396192 37.7877083),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,32,1
27532000,22ND,AVE,27532000,POINT (-122.48138064 37.778311449),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
24059000,25TH,ST,24059000,POINT (-122.415014331 37.750836982),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
26952000,WASHINGTON,ST,26952000,POINT (-122.447330332 37.789940829),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
26770000,STEINER,ST,26770000,POINT (-122.437694705 37.79963393),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
50627000,SUNVIEW,DR,50627000,POINT (-122.445457281 37.747337185),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,38,48,7
23570000,03RD,ST,23570000,POINT (-122.388737998 37.763048279),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,55,2
34085000,AVENUE H,,34085000,POINT (-122.371079181 37.826937281),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
51625000,YELLOW CAB ACCESS ROAD,,51625000,POINT (-122.393520323 37.751370503),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,54,2
51210000,PRESIDIO,BLVD,51210000,POINT (-122.451222823 37.797142364),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
33379000,SUSSEX,ST,33379000,POINT (-122.435123975 37.737108284),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
27340000,22ND,AVE,27340000,POINT (-122.479687233 37.754098621),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
27258000,FULTON,ST,27258000,POINT (-122.465883163 37.773398205),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
21552000,ACTON,ST,21552000,POINT (-122.452664721 37.708806337),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
20250000,03RD,ST,20250000,POINT (-122.38745631 37.749004759),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,56,2
25383000,JULIUS,ST,25383000,POINT (-122.407808606 37.8034756),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
23307000,CLEARFIELD,DR,23307000,POINT (-122.49143643 37.732010206),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,43,10
26619000,OFARRELL,ST,26619000,POINT (-122.437633454 37.7826629),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,39,97,4
50575000,FOREST KNOLLS,DR,50575000,POINT (-122.455760464 37.754481154),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,111,7
33645000,LE CONTE,AVE,33645000,POINT (-122.395556243 37.717712712),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
22826000,JUANITA,WAY,22826000,POINT (-122.460014704 37.739281897),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,117,9
51518000,HIGH,ST,51518000,POINT (-122.443455787 37.74875117),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,51,3
